track_id,track_name,track_artist,playlist_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
73V6cuFASuzoYUrCFnD07J,Buddha,G-Eazy,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.745,0.543,-9.019,0.358,0.341,0.0,0.175,0.417,120.1,5
2MO3mSPBH8U9qalH72vqZ1,Old English,Young Thug,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.809,0.801,-5.461,0.407,0.0408,0.0,0.353,0.744,81.94,5
4duVbLF51QbIQ7cUW3SvD3,Waverunners,dopeSMOOTHIES,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.934,0.359,-10.569,0.37,0.488,8.29e-05,0.567,0.429,120.002,5
6QEpDNz2HTEkYZSqcDZCtm,Psycho,A$AP Ferg,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.543,0.727,-4.78,0.299,0.0966,0.0,0.419,0.207,166.006,2
3loNCAyjqpgB9DvKhLMKi9,That's Not Me,Skepta,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.827,0.854,-3.43,0.238,0.334,0.0,0.073,0.869,139.089,5
4iYRa2btalAzPZoSYfROqF,XXX. FEAT. U2.,Kendrick Lamar,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.568,0.619,-6.899,0.414,0.138,1.67e-06,0.11,0.293,170.115,5
4vc6tfBvOAG00EpueunpIz,SippinTeaInYoHood,XXXTENTACION,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.663,0.872,-4.984,0.246,0.0945,0.000427,0.312,0.48,146.004,5
53HIIqV64NIKyyGllfKvzu,Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.834,0.493,-6.567,0.128,0.0606,7.95e-05,0.0666,0.28,140.007,4
2Yww4T2RyES8W2HmoQVNRw,Glen Coco,Chynna,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.841,0.629,-10.379,0.274,0.781,0.0,0.116,0.674,119.047,5
5PfTI3zrQbZEWcQdycMqJM,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.631,0.732,-4.706,0.203,0.0304,0.0,0.261,0.549,151.779,2
4mAhZaSrcVD6cJWA6IqFrk,Running Back (feat. Lil Wayne),Wale,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.792,0.675,-4.526,0.093,0.0722,0.0,0.143,0.11,127.076,2
6jRgpSuD2RebITWSK15T60,Fish N Grits (feat. Travis Scott),Wale,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.889,0.534,-6.788,0.133,0.0379,0.0,0.105,0.209,134.986,4
0XpEoWpZqlQpGFYZXDU2Hj,Sacrifices,Drake,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.903,0.439,-11.813,0.397,0.0407,0.0,0.138,0.532,139.112,5
0fOv9Usm5mbJ0H1EQ7zrIQ,Kush Ups (feat. Wiz Khalifa),Snoop Dogg,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.599,0.858,-2.848,0.0794,0.0163,0.0,0.297,0.61,149.448,2
5jrcnHY27FfJpcWdCPdG61,In The Nights,Damion,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.803,0.636,-6.004,0.307,0.107,0.0,0.0903,0.324,140.006,5
6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.657,0.421,-11.378,0.412,0.352,0.000218,0.187,0.181,174.063,5
3sgL7CN65BzZq3qqG9SkJZ,Smartphone,2 Chainz,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.895,0.564,-7.261,0.502,0.734,1.25e-06,0.718,0.366,129.97,5
39nlQ3RFgKNMugzPjPWn2v,Still,Brodinski,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.861,0.582,-9.64,0.326,0.41,9.42e-05,0.108,0.728,124.026,5
5fj3vGGigaAbVhPz9TjsLz,No Target,Brodinski,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.811,0.605,-8.942,0.128,0.0998,9.09e-05,0.108,0.189,128.042,4
0rU1aBF8cQ8xS3H25qWuMz,Kill Jill,Big Boi,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.771,0.527,-6.798,0.232,0.205,0.0,0.0978,0.113,139.934,5
4ZfFLcsuQCk7GiChENoly9,Wrong,A$AP Mob,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.734,0.743,-5.671,0.083,0.563,0.000378,0.0751,0.332,116.07,4
41rPWPCQotore8Ywk8lGOA,5071,Blvck O,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.734,0.543,-6.375,0.345,0.312,4.03e-06,0.0862,0.0417,122.029,5
1EiaIGTIQ2aH0NTxFSxv4U,XXX,WELL$,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.751,0.64,-9.721,0.225,0.114,0.0,0.0955,0.252,119.98,5
3fS0GCbLTLK59MYn7HYMNi,Y'all Ain't Ready (feat. 2 Chainz),Mike WiLL Made-It,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.759,0.705,-5.21,0.223,0.00806,0.0,0.889,0.15,140.048,1
5rk2nRNREUq6TTSS7h11Fr,Razzle Dazzle (feat. Future),Mike WiLL Made-It,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.769,0.603,-5.815,0.088,0.177,0.0,0.172,0.255,120.051,4
3IHZc2GclRu5nJpTqty7MY,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.934,0.359,-5.133,0.23,0.173,8.11e-06,0.152,0.0886,140.004,5
3A2OHirUAlQp2x73BJlEDA,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.741,0.562,-5.474,0.165,0.172,0.0,0.0751,0.292,180.068,2
1UAmQe8EwpxQ80OfYVD13z,Lookin,Playboi Carti,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.827,0.57,-8.22,0.365,0.0457,0.0,0.148,0.412,148.119,5
30sc425JEvj3tgmGAKORea,New Choppa,Playboi Carti,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.772,0.605,-4.223,0.0579,0.174,0.0,0.329,0.425,128.162,4
489dYzwI1HSwrjTHZ7Fm5o,Eyes Closed,Tyga,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.889,0.628,-8.735,0.343,0.0892,0.000148,0.118,0.541,150.05,5
67dyMPOUsbZ9Yg06PnfAAh,Draco,Future,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.804,0.456,-7.44,0.0468,0.000668,0.0,0.31,0.165,130.014,2
4sxLB4ibrNZko2Y9wHfwZ3,Get Mine,Bryson Tiller,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.646,0.534,-7.644,0.418,0.0578,0.0,0.12,0.427,99.987,5
6E39QsoWB7JjphPF9xCQSN,Outlet,Desiigner,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.65,0.801,-2.178,0.0694,0.117,0.000231,0.347,0.356,124.123,2
1IoQsA58Sj2odO1pp2dEVe,Wake + Bake,Machine Gun Kelly,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.341,0.518,-5.012,0.07,0.000673,0.00716,0.745,0.0901,52.538,1
3DzqYuaGq19gpg8eeCpU7Y,Glorious,Belly,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.849,0.499,-6.654,0.0497,0.289,1.91e-06,0.0854,0.654,119.998,4
3wBAhQLR9VjWfyYO3u4oPR,What in XXXTarnation,XXXTENTACION,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.853,0.591,-5.583,0.179,0.174,0.0,0.0993,0.433,119.088,5
77mLzdHEWRB60CLlV02TV2,America,Logic,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.839,0.888,-4.181,0.116,0.13,0.000376,0.116,0.6,115.005,4
7uuBfgY1vBCalrQRyyQhqs,Gospel,Rich Brian,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.681,0.659,-6.405,0.268,0.000856,8.17e-06,0.11,0.225,156.004,5
6DB2KOEwHnjkgEnBt5SdeJ,Mask Off - Remix,Future,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.727,0.431,-12.007,0.395,0.0111,0.0166,0.506,0.223,150.005,5
5hx4FpDZOnDVYlyoG3rMks,Peek A Boo,Lil Yachty,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.957,0.588,-6.984,0.295,0.0612,0.0,0.0962,0.298,127.055,5
6kl1qtQXQsFiIWRBK24Cfp,RAF,A$AP Mob,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.848,0.663,-5.606,0.245,0.523,0.0,0.108,0.333,133.993,5
7hURFZuy8vSBfvycsD3GD6,Run to the Money,D'african,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.669,0.539,-6.332,0.0329,0.0163,0.00154,0.192,0.0834,125.035,2
3mbwf6dhBfxqzH19qXzDof,Top Lookin Down,Yo Gotti,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.707,0.697,-2.471,0.205,0.0183,0.0,0.131,0.399,162.239,2
1uhm2Bj3KtIf7nlry5hPft,Eject,CHRIS YONGE,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.731,0.478,-13.217,0.136,0.792,0.000559,0.0986,0.128,110.104,0
2dX4gPl1HTNnvf6zaH94Tz,Selfish - Shlohmo Remix,PnB Rock,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.565,0.639,-6.691,0.049,0.148,0.0,0.105,0.156,101.841,2
7snrmC4Lz2skHvzYWKxKJF,Consuela,Belly,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.78,0.527,-6.937,0.0402,0.0206,0.00376,0.118,0.197,112.03,4
7EiQlFiKzAxTcomfvV6e7l,Turn Me Down,GASHI,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.735,0.82,-6.402,0.0331,0.00834,0.0,0.0954,0.518,134.889,4
4CHp6dRZTeFAu4bSOxfH7Y,Boss,Lil Pump,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.803,0.789,-3.434,0.0383,0.0304,0.0,0.378,0.647,119.999,4
3pC1ILr9KzmQLMe8Kn5QBG,To the Max,DJ Khaled,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",0.461,0.812,-5.776,0.241,0.0184,0.000375,0.21,0.72,159.869,2
5AsopZw31JkTS0pIcTHwAc,I'm Your DJ,Miami Bass Tracks,Minitruckin Playlist,0.793,0.607,-11.183,0.05,0.00133,0.554,0.376,0.302,130.016,3
0V4uo88eJO6JgkdW4NUMZm,Brand New Funk,DJ Jazzy Jeff & The Fresh Prince,Minitruckin Playlist,0.88,0.556,-15.463,0.256,0.00353,0.0,0.0474,0.396,98.126,5
1PI87c2lTmkjNUG6EHzvgc,Hype,Kid 'N Play,Minitruckin Playlist,0.902,0.352,-15.897,0.0912,0.00185,0.0,0.0867,0.695,134.417,0
3SH3QAevDeTY26BuK1UF38,Feel The Bass Again,DJ Magic Mike,Minitruckin Playlist,0.662,0.288,-17.346,0.0456,0.01,0.931,0.179,0.544,150.279,3
1U9nZggUdMYoC4QBEjxMIX,Drop the Bass Beats,Miami Bass Tracks,Minitruckin Playlist,0.784,0.429,-12.693,0.0666,0.00723,0.939,0.0966,0.114,135.029,3
7kTq06D9CMfPFxyTSaHwgU,Hear Me Bumpin,Miami Bass Tracks,Minitruckin Playlist,0.79,0.621,-13.267,0.0808,0.00323,0.545,0.163,0.246,149.964,3
0sLrHBMJNOxEcMhcseE3I4,Rollin' With Kid 'N Play,Kid 'N Play,Minitruckin Playlist,0.761,0.727,-12.655,0.133,0.0362,0.00498,0.0461,0.739,103.013,4
23F0M4yj7O0mS6Y0SSHWYv,I Got Dat Feelin' - Live,DJ Kool,Minitruckin Playlist,0.809,0.789,-6.994,0.081,0.061,0.00309,0.679,0.533,92.999,1
38rAjTYS7oLYms2Xjb1k0l,Bass Style,Miami Bass Tracks,Minitruckin Playlist,0.773,0.575,-12.51,0.0433,0.000446,0.87,0.0545,0.127,132.014,3
60vomRs0pRyC7f0vA7K9HT,High Sidin',N2DEEP,Minitruckin Playlist,0.679,0.558,-7.975,0.0577,0.00163,0.000738,0.157,0.293,187.942,2
0nVt6i1yKeYklt8GYNz1s1,Pimpin' Lyrics,Ron C,Minitruckin Playlist,0.865,0.401,-12.873,0.376,0.00666,2.63e-05,0.105,0.433,161.844,5
20s3FayrStM8GY0m4dRFsw,Paid In Full,Eric B. & Rakim,Minitruckin Playlist,0.878,0.851,-8.971,0.232,0.00228,0.00125,0.0509,0.404,99.014,5
12G1TYIfbpvC0mdFFn4Pbg,Dopeman - Remix,N.W.A.,Minitruckin Playlist,0.819,0.57,-9.313,0.374,0.00267,0.0,0.0692,0.694,176.241,5
5PhMoMCYsNRwhelUcNk71s,Damn It Feels Good to Be a Gangsta - Mixtape Version,Geto Boys,Minitruckin Playlist,0.767,0.943,-2.455,0.173,0.0552,0.0352,0.0973,0.642,89.446,4
24M44x9vVlOlXipjJJcAY7,Jus Lyke Compton,DJ Quik,Minitruckin Playlist,0.805,0.566,-12.604,0.177,0.055,0.0,0.582,0.658,94.65,1
3FygJnwLJbaU5xe4E87h8e,Same Song - Edit Version,Digital Underground,Minitruckin Playlist,0.813,0.687,-10.178,0.152,0.0562,0.0,0.113,0.733,103.196,4
3Gt9T6UISOVML95EvQAfg7,My Bass Hits Harder,Power Supply,Minitruckin Playlist,0.83,0.591,-15.514,0.236,0.0767,0.00139,0.388,0.331,112.324,5
2B1FNeROVsmJnzna8t9LiH,Down Low ( Remix),Freak Nasty,Minitruckin Playlist,0.83,0.651,-9.577,0.217,0.000743,0.0327,0.174,0.565,135.283,5
3dmnVNKCxtohL1FJsM7xWr,King Of The Hill,Westside Connection,Minitruckin Playlist,0.886,0.824,-8.803,0.295,0.0128,0.0,0.106,0.64,93.003,5
3G3lahQSMk4BHnap1i853u,Supersonic,J.J. Fad,Minitruckin Playlist,0.825,0.391,-15.962,0.202,0.000374,0.00188,0.0608,0.396,132.104,0
2s0bT20ssz6hqrzOOL8iQN,Sally (That Girl),Gucci Crew II,Minitruckin Playlist,0.954,0.465,-10.237,0.244,0.000881,1.13e-06,0.264,0.658,130.018,5
3RNlTNO1OzaZis1yLpo8yc,Shake Whatcha Mama Gave Ya',Poison Clan,Minitruckin Playlist,0.789,0.753,-11.275,0.274,0.00132,5.71e-06,0.924,0.622,135.65,1
27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross,Minitruckin Playlist,0.749,0.745,-10.625,0.164,0.000501,0.00403,0.333,0.481,101.972,4
53BZ6XygAoubR5DU5w38Vq,Real Muthaphuckkin' G's,Eazy-E,Minitruckin Playlist,0.724,0.853,-3.895,0.283,0.0164,0.0,0.65,0.775,170.51,1
6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,N.W.A.,Minitruckin Playlist,0.834,0.878,-9.484,0.15,0.0461,0.0,0.334,0.418,102.848,4
5FvlQZTm4eOGeUiAB1bKc9,No Vaseline,Ice Cube,Minitruckin Playlist,0.777,0.957,-3.201,0.318,0.18,0.0,0.296,0.543,105.755,5
5RGXoZt1qxmAErdhbyKJKq,Boyz-N-The-Hood,Eazy-E,Minitruckin Playlist,0.785,0.479,-10.247,0.362,0.0417,3.5e-05,0.334,0.727,87.691,5
2xTft6GEZeTyWNpdX94rkf,All Eyez On Me,2Pac,Minitruckin Playlist,0.873,0.719,-5.948,0.248,0.03,0.0,0.333,0.858,93.281,5
0ZU0XSkAUFqHxiXDMU5FzB,How Long Will They Mourn Me?,Thug Life,Minitruckin Playlist,0.81,0.613,-7.503,0.113,0.0624,0.0,0.353,0.45,87.042,4
2wzMOVWqLMBNx7wVvJ7tt0,Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,Minitruckin Playlist,0.47,0.83,-5.35,0.115,0.00474,0.0,0.339,0.587,90.967,2
4rLpAOk5KVNcqEMK3m6Lje,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,Minitruckin Playlist,0.84,0.798,-5.079,0.0699,0.045,4.32e-05,0.172,0.695,100.175,4
4cgJF9rKas2H5AC8FnNts0,Let's Play House,Tha Dogg Pound,Minitruckin Playlist,0.822,0.702,-4.759,0.0755,0.0919,0.00559,0.191,0.804,91.37,4
2hluGQtmPypU3tsQudCQ3U,Tonite,DJ Quik,Minitruckin Playlist,0.965,0.449,-15.225,0.237,0.0502,1.17e-06,0.267,0.722,105.392,5
3ooAjhyOZ1xttGD0iq1GVO,"New York, New York",Tha Dogg Pound,Minitruckin Playlist,0.827,0.532,-4.775,0.302,0.0219,2.91e-05,0.127,0.694,87.257,5
5xEm63lXBhJKZgjRDMWH3H,Dollaz + Sense,DJ Quik,Minitruckin Playlist,0.833,0.64,-5.674,0.219,0.0184,0.0,0.102,0.465,99.284,5
0Bbd5inN2znpGQkxZbqmmU,Backyard Boogie,Mack 10,Minitruckin Playlist,0.853,0.603,-7.85,0.226,0.14,0.0,0.0783,0.546,95.936,5
4ZYM6R5nOZywxACY90Bsla,Playaz Club,Rappin' 4-Tay,Minitruckin Playlist,0.868,0.372,-12.704,0.177,0.0103,0.00455,0.076,0.666,99.965,4
5f8KgDZ8aQKQii0U1qdRbC,Pimp Of The Year,Dru Down,Minitruckin Playlist,0.931,0.513,-4.655,0.263,0.108,0.000435,0.272,0.3,101.064,5
2NxgsA7eJXj8sBSsoKP3OT,Can You Feel Me,Dru Down,Minitruckin Playlist,0.804,0.731,-7.36,0.225,0.00379,0.0,0.084,0.451,89.139,5
5K5dQsYdSdo2LKdepxbYAd,Gettin' It,Too $hort,Minitruckin Playlist,0.902,0.411,-5.311,0.217,0.176,0.0,0.119,0.667,84.07,5
3ZgQhe1Sv7mnQjpVTJnOFp,"Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T)",E-40,Minitruckin Playlist,0.753,0.514,-12.235,0.26,0.0612,0.0,0.292,0.563,166.015,5
5qiDen4GXbcZixkS114QXw,Hurricane,The Click,Minitruckin Playlist,0.824,0.48,-6.745,0.144,0.178,0.0,0.167,0.724,88.029,4
2Vpj5colB0MPy3Zg5SITEC,Bow Down,Westside Connection,Minitruckin Playlist,0.897,0.458,-11.01,0.279,0.0208,0.0,0.419,0.513,92.928,5
1gnOtJnOZErFPsADj08XVr,Gittin' Funky,Kid 'N Play,Minitruckin Playlist,0.846,0.577,-16.938,0.155,0.0193,3.08e-05,0.215,0.432,104.961,0
4F4neui0edP1ozygvFiCi7,Rock The Bells,LL Cool J,Minitruckin Playlist,0.896,0.517,-12.813,0.143,0.00596,0.364,0.124,0.285,98.472,3
3hx5R8nOKu5zvhlfDNSIQC,Sucker M.C.'s (Krush-Groove 1),Run–D.M.C.,Minitruckin Playlist,0.919,0.975,-5.636,0.0886,0.0898,0.00253,0.248,0.884,102.982,4
1yo16b3u0lptm6Cs7lx4AD,Fight The Power,Public Enemy,Minitruckin Playlist,0.797,0.582,-12.97,0.255,0.00484,2.04e-06,0.517,0.415,105.974,5
5DuTNKFEjJIySAyJH1yNDU,The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,Minitruckin Playlist,0.947,0.607,-10.58,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,4
1KONmY3enP3r3nIPQidWAy,Now That We Found Love,Heavy D & The Boyz,Minitruckin Playlist,0.744,0.697,-14.753,0.0631,0.039,0.0,0.171,0.683,119.955,4
7MmhQMfjXPF2AnqrmbqvVB,Posse On Broadway,Sir Mix-A-Lot,Minitruckin Playlist,0.819,0.292,-15.114,0.49,0.0269,0.0,0.361,0.516,173.055,5
47ukoPgAExwBp64F2gQlv2,Back To The Hotel,N2DEEP,Minitruckin Playlist,0.69,0.38,-12.845,0.0609,0.000168,0.000533,0.136,0.305,201.697,0
6dLvocI8P9mckD2Op0m00W,Buttermilk Biscuits (Keep On Square Dancin'),Sir Mix-A-Lot,Minitruckin Playlist,0.935,0.599,-10.984,0.142,0.057,5.4e-05,0.314,0.635,115.058,4
4aOjDKk1s5hlsEY5ZhhX3l,My Hooptie,Sir Mix-A-Lot,Minitruckin Playlist,0.824,0.629,-12.128,0.432,0.0829,5.86e-06,0.0433,0.661,184.012,5
0OGidxV6e9dWeN2bXjXBGi,The Formula,The D.O.C.,Minitruckin Playlist,0.83,0.626,-7.601,0.113,0.00725,0.0,0.224,0.475,92.25,4
3B6WDceNe6lUQnczntRIuf,The Ghetto,Too $hort,Minitruckin Playlist,0.947,0.354,-12.844,0.27,0.0455,5.71e-05,0.212,0.36,100.087,5
6oadMAqfdbOBvGib6lUpn3,Cocktales,Too $hort,Minitruckin Playlist,0.838,0.542,-6.884,0.0951,0.115,0.0075,0.374,0.239,87.094,4
6l4wMAXzI8RxIysQMYZY0w,How I Could Just Kill a Man,Cypress Hill,Minitruckin Playlist,0.769,0.675,-13.326,0.0724,0.000722,0.000149,0.0904,0.803,101.884,4
00ReeHCY0FQUyuAUyPJdnk,Ain't No Future In Yo' Frontin',MC Breed,Minitruckin Playlist,0.672,0.761,-9.644,0.248,0.0514,0.0,0.474,0.731,102.192,1
5oqSr3rehtGgZyDh0LCSA7,Gotta Get Mine,MC Breed,Minitruckin Playlist,0.855,0.52,-12.07,0.268,0.184,0.0,0.114,0.402,92.451,5
0hioWv2FDtVePjHFTwgrf7,I'm Bad,LL Cool J,Minitruckin Playlist,0.624,0.435,-15.44,0.245,0.000917,1.17e-06,0.41,0.735,179.267,5
0SwuCcwpFM6x4cu5zOvmi0,I Ain't No Joke,Eric B. & Rakim,Minitruckin Playlist,0.854,0.706,-9.5,0.335,0.162,7.22e-06,0.0994,0.747,104.212,5
48ZUwXrEOhaXLCxvmRYhZv,Don't Sweat The Technique,Eric B. & Rakim,Minitruckin Playlist,0.737,0.89,-8.443,0.158,0.00556,0.00171,0.0801,0.809,105.848,4
0VAoDsKh7Or84V8xP7p1Fs,Don't Believe The Hype,Public Enemy,Minitruckin Playlist,0.884,0.472,-13.776,0.346,0.0142,0.0,0.142,0.826,98.425,5
3jMxlXdAYNh41Eo6biUeXR,Feel the Bass III,DJ Magic Mike,Minitruckin Playlist,0.647,0.193,-17.181,0.0529,0.0274,0.867,0.0974,0.262,170.535,3
1F3RXhN6pz8VeIde2o3Cef,The Booty Dub,DJ Magic Mike,Minitruckin Playlist,0.813,0.531,-14.546,0.0815,0.0156,0.526,0.0749,0.604,127.865,3
3eMVOlY4PqhG4e9K4epxbn,Rodeo,95 South,Minitruckin Playlist,0.884,0.823,-7.225,0.0483,0.012,0.0358,0.251,0.657,132.039,4
76YDsWGWezclVy9Z6sDGhf,Da' Dip,Freak Nasty,Minitruckin Playlist,0.953,0.428,-17.199,0.298,0.0079,0.0302,0.224,0.723,131.737,5
7MJTU6jULOZPAdlu8SPAfo,Shake A Lil' Somethin' (Original Street Mix Nasty),2 LIVE CREW,Minitruckin Playlist,0.862,0.85,-6.075,0.196,0.0036,2.29e-05,0.271,0.507,137.531,5
4n8d6mjEugRMTBI7mjiHIY,Kitty-Kitty,69 Boyz,Minitruckin Playlist,0.777,0.901,-10.789,0.168,0.00106,0.0,0.428,0.577,133.011,1
2c3z8TYNaMnzeyppLfvrtf,Mr. Big Stuff - Remix,Heavy D & The Boyz,Minitruckin Playlist,0.723,0.484,-16.293,0.368,0.00318,0.00529,0.0785,0.731,201.262,5
0v9kGNjkKdQUdDoBIuiph4,My Prerogative,Bobby Brown,Minitruckin Playlist,0.753,0.62,-10.544,0.0524,0.0657,0.0,0.27,0.676,110.172,4
58Jkqs5MtV3GXwnq6yq5v4,Sally,Stetsasonic,Minitruckin Playlist,0.925,0.79,-5.412,0.262,0.000171,0.000645,0.139,0.789,100.882,5
39vsjFm9kU2FNubcqGMzED,Let's Get It Started,MC Hammer,Minitruckin Playlist,0.956,0.722,-12.223,0.0494,0.0564,2.26e-06,0.105,0.809,115.438,4
2hmm9zhst4zkHu2743ZSVW,Turn This Mutha Out,MC Hammer,Minitruckin Playlist,0.874,0.973,-6.155,0.043,0.00358,0.0656,0.37,0.898,111.384,4
3C8xkK4Cir2QmiaN07GIZs,"Hold It Now, Hit It",Beastie Boys,Minitruckin Playlist,0.791,0.738,-8.768,0.355,0.0123,0.0,0.351,0.891,95.3,5
1erQfISWXcYiSsTEYSaNUe,"Da' Butt - From The ""School Daze"" Soundtrack",E.U.,Minitruckin Playlist,0.656,0.886,-12.787,0.0557,0.0219,0.00042,0.0656,0.747,97.12,4
2eiq8DFWCjAOmbcHarG1ks,Nothing But Bass,Bass Patrol,Minitruckin Playlist,0.584,0.422,-16.189,0.116,0.254,0.897,0.372,0.0374,182.553,3
2m2dKtaKequ1QZYGWYG3hG,I'm Your Pusher / Pusherman,Ice-T,Minitruckin Playlist,0.943,0.494,-12.717,0.163,0.0167,1.28e-06,0.266,0.635,108.103,4
66PMGMD21uPKg1ltfAHPGv,Growin' Up In the Hood,Compton's Most Wanted,Minitruckin Playlist,0.858,0.657,-11.2,0.269,0.0945,0.0,0.258,0.622,89.988,5
1TeVeYATRojNVCH7q1APiv,Hand On the Pump,Cypress Hill,Minitruckin Playlist,0.826,0.658,-10.952,0.302,0.0759,1.86e-05,0.235,0.571,98.05,5
18Mh3v6rBCCpcNYzyaA2RN,Sometimes I Rhyme Slow,Nice & Smooth,Minitruckin Playlist,0.797,0.563,-14.138,0.123,0.119,0.323,0.0969,0.687,108.369,4
4bvqOj9QiH6qKecLiefKst,Knockin' Boots,Candyman,Minitruckin Playlist,0.94,0.662,-8.786,0.292,0.0954,0.0,0.376,0.657,101.403,5
0Vqap6DWhvILPwGvbtlUi5,The Rhythm,Kwame,Minitruckin Playlist,0.928,0.45,-19.682,0.319,0.79,8.6e-05,0.13,0.908,99.838,0
507rhTuNu5YPpxQTT287Y2,30's-N-Lows,Bass Patrol,Minitruckin Playlist,0.741,0.478,-13.757,0.224,0.00399,0.0211,0.15,0.328,104.206,5
2pFKuQp8QLsp9Hl3YXuaGo,Cars That Go Boom,L'Trimm,Minitruckin Playlist,0.925,0.689,-8.952,0.118,0.000494,0.0005,0.0863,0.207,118.819,4
2z1FmK5To9gj1rU4mS20f9,Freaks of the Industry,Digital Underground,Minitruckin Playlist,0.674,0.43,-13.562,0.263,0.107,7.31e-05,0.116,0.385,88.543,5
1Gi5QPlpbDNDJUGvMemBJM,Ghetto Cowboy,Mo Thugs,Minitruckin Playlist,0.701,0.574,-7.823,0.18,0.000351,0.00134,0.0713,0.196,170.268,2
2j6DORpoXYTicBm4hl5Ztx,Born To Roll - Jeep Ass Niguh Remix,Masta Ace Incorporated,Minitruckin Playlist,0.8,0.658,-9.591,0.254,0.00436,0.0,0.109,0.674,92.064,5
0q7LGcVSpsIoSbjChtZ8lI,Uptown (feat. Bun B & Lil Wayne),Drake,Hip-Hop 'n RnB,0.416,0.824,-3.075,0.343,0.00391,0.0,0.104,0.417,85.433,5
1dNyRyz1QBN9kO1etUs1PI,All Girls Are The Same,Juice WRLD,Hip-Hop 'n RnB,0.673,0.449,-9.727,0.298,0.169,0.00115,0.0731,0.216,161.925,5
2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),Playboi Carti,Hip-Hop 'n RnB,0.674,0.649,-8.433,0.199,0.191,0.0,0.122,0.48,153.069,5
